Close By,1614812900,1614812929
Pass By,1614812929,1614812932
Close By,1614812932,1614812974
Pass By,1614812974,1614812977
Close By,1614812977,1614812986
Pass By,1614812986,1614812995
Close By,1614812995,1614813007
Pass By,1614813007,1614813015
Close By,1614813015,1614813038
Pass By,1614813038,1614813043
Leaving Room,1614813043,1614813045
Leaving Room,1614813045,1614813053
Close By,1614813053,1614813059
Pass By,1614813059,1614813064
Close By,1614813064,1614813065
Pass By,1614813065,1614813067
Close By,1614813067,1614813077
Pass By,1614813077,1614813081
Close By,1614813081,1614813104
Pass By,1614813104,1614813108
Close By,1614813108,1614813109
Pass By,1614813109,1614813111
Close By,1614813111,1614813127
Pass By,1614813127,1614813129
Close By,1614813129,1614813130
Pass By,1614813130,1614813131
Close By,1614813131,1614813156
Close By,1614813156,1614813200
Pass By,1614813200,1614813202
Close By,1614813202,1614813206
Pass By,1614813206,1614813207
Close By,1614813207,1614813250
Pass By,1614813250,1614813251
Close By,1614813251,1614813255
Pass By,1614813255,1614813256
Close By,1614813256,1614813265
Pass By,1614813265,1614813272
Close By,1614813272,1614813310
Pass By,1614813310,1614813313
Close By,1614813313,1614813330
Pass By,1614813330,1614813331
Close By,1614813331,1614813342
Pass By,1614813342,1614813343
Close By,1614813343,1614813347
Pass By,1614813347,1614813349
Close By,1614813349,1614813369
Pass By,1614813369,1614813374
Close By,1614813374,1614813380
Pass By,1614813380,1614813382
Close By,1614813382,1614813413
Pass By,1614813413,1614813417
Close By,1614813417,1614813419
Pass By,1614813419,1614813424
Close By,1614813424,1614813430
Pass By,1614813430,1614813432
Close By,1614813432,1614813439
Pass By,1614813439,1614813440
Close By,1614813440,1614813441
Pass By,1614813441,1614813443
Close By,1614813443,1614813454
Pass By,1614813454,1614813455
Pass By,1614813455,1614813458
Close By,1614813458,1614813460
Leaving Room,1614813460,1614813462
Entering Room,1614813462,1614813463
Close By,1614813463,1614813480
Pass By,1614813480,1614813484
Close By,1614813484,1614813502
Pass By,1614813502,1614813504
Close By,1614813504,1614813512
Pass By,1614813512,1614813517
Close By,1614813517,1614813518
Leaving Room,1614813518,1614813520
Undefined,1614813520,1614813544
Entering Room,1614813544,1614813545
Close By,1614813545,1614813546
Leaving Room,1614813546,1614813547
Undefined,1614813547,1614813642
Entering Room,1614813642,1614813644
Entering Room,1614813644,1614813646
Pass By,1614813646,1614813648
Close By,1614813648,1614813656
Pass By,1614813656,1614813662
Leaving Room,1614813662,1614813663
Undefined,1614813663,1614813702
Leaving Room,1614813702,1614813703
Entering Room,1614813703,1614813705
